exposure_to_patient_isolation,enter_area_isolation,appearance_of_symptoms_isolation,risk_groups_isolation,full_quarantine,partial_quarantine,unnecessary_business,educational_institutions,religious_institutions,distance_saving_instructions,congregation_restriction,prohibition_entering_country,public_transport_restriction,limit_hospital_visits,limit_retirement_homes_visits,disinfecting_public_spaces,police_army_enforcement,fines_and_incarceration,encouragement_using_masks,encouragement_using_gloves,encouragement_using_hand_sanitizers,wide_temperature_tests,lockdown_level,country,province,start_date
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Haringey,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Harrow,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Hartlepool,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Havering,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,"Herefordshire, County of",2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Hertfordshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Highland,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Hillingdon,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Hounslow,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Hywel Dda,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Isle of Anglesey County Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Isle of Wight,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Islington,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Kensington and Chelsea,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Kent,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,"Kingston upon Hull, City of",2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Kingston upon Thames,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Kirklees,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Knowsley,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Lambeth,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Lanarkshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Lancashire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Leeds,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Leicester,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Leicestershire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Lewisham,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Lincolnshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Liverpool,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Lothian,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Luton,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Manchester,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Medway,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Merthyr Tydfil County Borough Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Merton,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Middlesbrough,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Milton Keynes,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Monmouthshire County Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Neath Port Talbot Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Newcastle upon Tyne,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Newham,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Newport City Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Norfolk,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,North East Lincolnshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,North Lincolnshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,North Somerset,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,North Tyneside,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,North Yorkshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Northamptonshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Northumberland,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Nottingham,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Nottinghamshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Oldham,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Oxfordshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Pembrokeshire County Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Peterborough,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Plymouth,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Portsmouth,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Powys,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Powys County Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Reading,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Redbridge,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Redcar and Cleveland,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Resident outside Wales,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Residential area to be confirmed,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Rhondda Cynon Taf County Borough Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Richmond upon Thames,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Rochdale,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Rotherham,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Rutland,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Salford,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Sandwell,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Sefton,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Sheffield,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Shetland,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Shropshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Slough,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Solihull,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Somerset,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,South Gloucestershire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,South Tyneside,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Southampton,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Southend-on-Sea,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Southwark,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,St. Helens,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Staffordshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Stockport,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Stockton-on-Tees,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Stoke-on-Trent,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Suffolk,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Sunderland,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Surrey,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Sutton,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Swansea Bay,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Swindon,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Tameside,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Tayside,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Telford and Wrekin,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Thurrock,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,To be confirmed,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Torbay,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Torfaen County Borough Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Total:,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Tower Hamlets,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Trafford,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Vale of Glamorgan Council,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Wakefield,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Wales,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Walsall,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Waltham Forest,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Wandsworth,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Warrington,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Warwickshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,West Berkshire,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,West Sussex,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Westminster,2020-03-24 00:00:00
True,False,True,True,False,True,2,2,1,2,2,False,1,False,False,True,True,True,False,False,False,False,4,United Kingdom,Wigan,2020-03-24 00:00:00
