city,county,state,country,population
,Douglas County,GA,USA,145331
,Forsyth County,GA,USA,236612
,Gordon County,GA,USA,57685
,Paulding County,GA,USA,164044
,Rockdale County,GA,USA,90594
,Chatham County,GA,USA,289195
,Glynn County,GA,USA,85219
,Newton County,GA,USA,109541
,Polk County,GA,USA,42470
,Spalding County,GA,USA,66100
,Troup County,GA,USA,70034
,Columbia County,GA,USA,154291
,Lamar County,GA,USA,19000
,Oconee County,GA,USA,39272
,Peach County,GA,USA,27297
,Pickens County,GA,USA,31980
,Worth County,GA,USA,20299
,Baldwin County,GA,USA,44823
,Bibb County,GA,USA,153095
,Butts County,GA,USA,24193
,Early County,GA,USA,10247
,Effingham County,GA,USA,62190
,Laurens County,GA,USA,47325
,Lumpkin County,GA,USA,32955
,Muscogee County,GA,USA,194160
,Sumter County,GA,USA,29733
,Terrell County,GA,USA,8611
,Tift County,GA,USA,40571
,Whitfield County,GA,USA,104062
,Barrow County,GA,USA,80809
,Burke County,GA,USA,22423
,Catoosa County,GA,USA,67420
,Charlton County,GA,USA,12968
,Chattooga County,GA,USA,24790
,Clinch County,GA,USA,6648
,Coffee County,GA,USA,43093
,Dawson County,GA,USA,25083
,Harris County,GA,USA,34475
,Heard County,GA,USA,11879
,Houston County,GA,USA,155469
,Liberty County,GA,USA,61497
,Lincoln County,GA,USA,7915
,Madison County,GA,USA,29650
,Miller County,GA,USA,5686
,Monroe County,GA,USA,27520
,Morgan County,GA,USA,18853
,Pierce County,GA,USA,19389
,Randolph County,GA,USA,6833
,Tattnall County,GA,USA,25391
,Turner County,GA,USA,7912
,Twiggs County,GA,USA,8188
,Washington County,GA,USA,20386
,(unassigned),GA,USA,
,Appling County,GA,USA,18507
,Atkinson County,GA,USA,8297
,Bacon County,GA,USA,11185
,Baker County,GA,USA,3092
,Banks County,GA,USA,18988
,Ben Hill County,GA,USA,16787
,Berrien County,GA,USA,19252
,Bleckley County,GA,USA,12838
,Brantley County,GA,USA,18897
,Brooks County,GA,USA,15513
,Bryan County,GA,USA,38109
,Bulloch County,GA,USA,77296
,Calhoun County,GA,USA,6352
,Camden County,GA,USA,53677
,Candler County,GA,USA,10836
,Chattahoochee County,GA,USA,10684
,Clay County,GA,USA,2887
,Colquitt County,GA,USA,45592
,Cook County,GA,USA,17162
,Crawford County,GA,USA,12318
,Crisp County,GA,USA,22601
,Dade County,GA,USA,16226
,Decatur County,GA,USA,26575
,DeKalb County,GA,USA,756558
,Dodge County,GA,USA,20705
,Dooly County,GA,USA,13706
,Echols County,GA,USA,4000
,Elbert County,GA,USA,19120
,Emanuel County,GA,USA,22612
,Evans County,GA,USA,10721
,Fannin County,GA,USA,25964
,Franklin County,GA,USA,23023
,Gilmer County,GA,USA,30816
,Glascock County,GA,USA,2995
,Grady County,GA,USA,24748
,Greene County,GA,USA,17698
,Habersham County,GA,USA,45388
,Hancock County,GA,USA,8348
,Haralson County,GA,USA,29533
,Hart County,GA,USA,26099
,Irwin County,GA,USA,9398
,Jackson County,GA,USA,70422
,Jasper County,GA,USA,14040
,Jeff Davis County,GA,USA,15029
,Jefferson County,GA,USA,15430
,Jenkins County,GA,USA,8683
,Johnson County,GA,USA,9708
,Jones County,GA,USA,28616
,Lanier County,GA,USA,10340
,Long County,GA,USA,18998
,Macon County,GA,USA,13143
,Marion County,GA,USA,8351
,McDuffie County,GA,USA,21531
,McIntosh County,GA,USA,14340
,Meriwether County,GA,USA,21068
,Mitchell County,GA,USA,22192
,Montgomery County,GA,USA,9193
,Murray County,GA,USA,39921
,Oglethorpe County,GA,USA,15054
,Pike County,GA,USA,18634
,Pulaski County,GA,USA,11069
,Putnam County,GA,USA,21809
,Quitman County,GA,USA,2279
,Rabun County,GA,USA,16867
,Schley County,GA,USA,5236
,Screven County,GA,USA,13938
,Seminole County,GA,USA,8315
,Stephens County,GA,USA,26035
,Stewart County,GA,USA,6199
,Talbot County,GA,USA,6272
,Taliaferro County,GA,USA,1608
,Taylor County,GA,USA,8039
,Telfair County,GA,USA,15876
,Thomas County,GA,USA,44448
,Toombs County,GA,USA,26887
,Towns County,GA,USA,11852
,Treutlen County,GA,USA,6809
,Union County,GA,USA,24001
,Upson County,GA,USA,26215
,Walker County,GA,USA,69410
,Walton County,GA,USA,93503
,Ware County,GA,USA,35680
,Warren County,GA,USA,5251
,Wayne County,GA,USA,29808
,Webster County,GA,USA,2611
,Wheeler County,GA,USA,7879
,White County,GA,USA,29970
,Wilcox County,GA,USA,8812
,Wilkes County,GA,USA,9876
,Wilkinson County,GA,USA,9036
,Hawaii County,HI,USA,200983
,Honolulu County,HI,USA,980080
,Kauai County,HI,USA,72133
,Maui County,HI,USA,167207
,Kalawao County,HI,USA,88
,,HI,USA,1415872
,Lyon County,IA,USA,11811
,Osceola County,IA,USA,6040
,Dickinson County,IA,USA,17153
,Emmet County,IA,USA,9253
,Allamakee County,IA,USA,13832
,Kossuth County,IA,USA,14908
,Winneshiek County,IA,USA,20029
,Howard County,IA,USA,9187
,Winnebago County,IA,USA,10518
,Mitchell County,IA,USA,10569
,Worth County,IA,USA,7453
,Sioux County,IA,USA,34909
,O'Brien County,IA,USA,13840
,Clay County,IA,USA,16134
,Palo Alto County,IA,USA,8929
,Hancock County,IA,USA,10712
,Cerro Gordo County,IA,USA,42647
,Chickasaw County,IA,USA,11964
,Floyd County,IA,USA,15761
,Clayton County,IA,USA,17556
,Fayette County,IA,USA,19660
,Plymouth County,IA,USA,25095
,Cherokee County,IA,USA,11321
,Buena Vista County,IA,USA,19874
,Pocahontas County,IA,USA,6740
,Humboldt County,IA,USA,9547
,Wright County,IA,USA,12690
,Bremer County,IA,USA,24947
,Franklin County,IA,USA,10124
,Butler County,IA,USA,14539
,Dubuque County,IA,USA,96854
,Delaware County,IA,USA,17069
,Webster County,IA,USA,36277
,Buchanan County,IA,USA,21199
,Black Hawk County,IA,USA,132408
,Woodbury County,IA,USA,102539
,Ida County,IA,USA,6841
,Sac County,IA,USA,9719
,Calhoun County,IA,USA,9699
,Hamilton County,IA,USA,14952
,Hardin County,IA,USA,16868
,Grundy County,IA,USA,12304
,Jackson County,IA,USA,19432
,Jones County,IA,USA,20744
,Linn County,IA,USA,225909
,Benton County,IA,USA,25642
,Tama County,IA,USA,16904
,Monona County,IA,USA,8679
,Crawford County,IA,USA,17158
,Carroll County,IA,USA,20154
,Greene County,IA,USA,8981
,Boone County,IA,USA,26346
,Story County,IA,USA,98105
,Marshall County,IA,USA,39981
,Clinton County,IA,USA,46518
,Cedar County,IA,USA,18627
,Harrison County,IA,USA,14134
,Shelby County,IA,USA,11578
,Audubon County,IA,USA,5506
,Guthrie County,IA,USA,10720
,Johnson County,IA,USA,151260
,Dallas County,IA,USA,90180
,Iowa County,IA,USA,16141
,Polk County,IA,USA,487204
,Poweshiek County,IA,USA,18699
,Jasper County,IA,USA,37147
,Scott County,IA,USA,173283
,Muscatine County,IA,USA,42929
,Pottawattamie County,IA,USA,93533
,Cass County,IA,USA,12930
,Washington County,IA,USA,22141
,Adair County,IA,USA,7063
,Keokuk County,IA,USA,10225
,Warren County,IA,USA,51056
,Madison County,IA,USA,16249
,Mahaska County,IA,USA,22000
,Marion County,IA,USA,33407
,Louisa County,IA,USA,11169
,Mills County,IA,USA,15063
,Montgomery County,IA,USA,10003
,Adams County,IA,USA,3645
,Henry County,IA,USA,20067
,Jefferson County,IA,USA,18381
,Union County,IA,USA,12359
,Wapello County,IA,USA,35205
,Clarke County,IA,USA,9423
,Lucas County,IA,USA,8645
,Monroe County,IA,USA,7790
,Des Moines County,IA,USA,39138
,Fremont County,IA,USA,6993
,Page County,IA,USA,15249
,Taylor County,IA,USA,6191
,Ringgold County,IA,USA,4968
,Van Buren County,IA,USA,7020
,Davis County,IA,USA,9017
,Decatur County,IA,USA,7890
,Wayne County,IA,USA,6401
,Appanoose County,IA,USA,12437
,Lee County,IA,USA,34055
,Kootenai County,ID,USA,161505
,Canyon County,ID,USA,223499
,Ada County,ID,USA,469966
,Valley County,ID,USA,11041
,Blaine County,ID,USA,22601
,Twin Falls County,ID,USA,86081
,Bingham County,ID,USA,46236
,Madison County,ID,USA,39304
,Teton County,ID,USA,11640
,Adams County,ID,USA,4250
,Bannock County,ID,USA,87138
,Bear Lake County,ID,USA,6050
,Benewah County,ID,USA,9226
,Boise County,ID,USA,7634
,Bonner County,ID,USA,44727
,Bonneville County,ID,USA,116854
,Boundary County,ID,USA,11948
,Butte County,ID,USA,2611
,Camas County,ID,USA,1127
,Caribou County,ID,USA,7060
,Cassia County,ID,USA,23864
,Clark County,ID,USA,852
,Clearwater County,ID,USA,8758
,Custer County,ID,USA,4280
,Elmore County,ID,USA,27259
,Franklin County,ID,USA,13726
,Fremont County,ID,USA,13168
,Gem County,ID,USA,17634
,Gooding County,ID,USA,15196
,Idaho County,ID,USA,16513
,Jefferson County,ID,USA,29439
,Jerome County,ID,USA,24015
,Latah County,ID,USA,40134
,Lemhi County,ID,USA,7961
,Lewis County,ID,USA,3861
,Lincoln County,ID,USA,5360
,Minidoka County,ID,USA,20825
,Nez Perce County,ID,USA,40408
,Oneida County,ID,USA,4488
,Owyhee County,ID,USA,11693
,Payette County,ID,USA,23551
,Power County,ID,USA,7768
,Shoshone County,ID,USA,12796
,Washington County,ID,USA,10161
,Adams County,IL,USA,65691
,Alexander County,IL,USA,6060
,Bond County,IL,USA,16630
,Boone County,IL,USA,53577
,Brown County,IL,USA,6556
,Bureau County,IL,USA,32993
,Calhoun County,IL,USA,4802
,Carroll County,IL,USA,14312
,Cass County,IL,USA,12260
,Champaign County,IL,USA,209983
,Christian County,IL,USA,32661
,Clark County,IL,USA,15596
,Clay County,IL,USA,13253
,Clinton County,IL,USA,37639
,Coles County,IL,USA,50885
,Cook County,IL,USA,5180493
,Crawford County,IL,USA,18807
,Cumberland County,IL,USA,10808
,DeKalb County,IL,USA,104143
,De Witt County,IL,USA,15769
,Douglas County,IL,USA,19479
,DuPage County,IL,USA,928589
,Edgar County,IL,USA,17360
,Edwards County,IL,USA,6392
,Effingham County,IL,USA,34208
,Fayette County,IL,USA,21416
,Ford County,IL,USA,13264
,Franklin County,IL,USA,38701
,Fulton County,IL,USA,34844
,Gallatin County,IL,USA,5058
,Greene County,IL,USA,13044
,Grundy County,IL,USA,50972
,Hamilton County,IL,USA,8163
,Hancock County,IL,USA,17844
,Hardin County,IL,USA,3910
,Henderson County,IL,USA,6709
,Henry County,IL,USA,49090
,Iroquois County,IL,USA,27604
,Jackson County,IL,USA,57419
,Jasper County,IL,USA,9611
,Jefferson County,IL,USA,37820
,Jersey County,IL,USA,21847
,Jo Daviess County,IL,USA,21366
,Johnson County,IL,USA,12456
,Kane County,IL,USA,534216
,Kankakee County,IL,USA,110024
,Kendall County,IL,USA,127915
,Knox County,IL,USA,50112
,Lake County,IL,USA,700832
,LaSalle County,IL,USA,109430
,Lawrence County,IL,USA,15765
,Lee County,IL,USA,34223
,Livingston County,IL,USA,35761
,Logan County,IL,USA,28925
,McDonough County,IL,USA,29955
,McHenry County,IL,USA,308570
,McLean County,IL,USA,172828
,Macon County,IL,USA,104712
,Macoupin County,IL,USA,45313
,Madison County,IL,USA,264461
,Marion County,IL,USA,37620
,Marshall County,IL,USA,11534
,Mason County,IL,USA,13565
,Massac County,IL,USA,14080
,Menard County,IL,USA,12288
,Mercer County,IL,USA,15601
,Monroe County,IL,USA,34335
,Montgomery County,IL,USA,28601
,Morgan County,IL,USA,33976
,Moultrie County,IL,USA,14717
,Ogle County,IL,USA,50923
,Peoria County,IL,USA,180621
,Perry County,IL,USA,21174
,Piatt County,IL,USA,16396
,Pike County,IL,USA,15611
,Pope County,IL,USA,4212
,Pulaski County,IL,USA,5463
,Putnam County,IL,USA,5740
,Randolph County,IL,USA,32106
,Richland County,IL,USA,15763
,Rock Island County,IL,USA,143477
,St. Clair County,IL,USA,261059
,Saline County,IL,USA,23906
,Sangamon County,IL,USA,195348
,Schuyler County,IL,USA,6907
,Scott County,IL,USA,4926
,Shelby County,IL,USA,21741
,Stark County,IL,USA,5427
,Stephenson County,IL,USA,44753
,Tazewell County,IL,USA,132328
,Union County,IL,USA,16841
,Vermilion County,IL,USA,76806
,Wabash County,IL,USA,11549
,Warren County,IL,USA,17032
,Washington County,IL,USA,13995
,Wayne County,IL,USA,16332
,White County,IL,USA,13665
,Whiteside County,IL,USA,55626
,Will County,IL,USA,692310
,Williamson County,IL,USA,67056
,Winnebago County,IL,USA,284081
,Woodford County,IL,USA,38463
,,IL,USA,12671821
,DeKalb County,IN,USA,43226
,Boone County,IN,USA,66999
,Tippecanoe County,IN,USA,193048
,Johnson County,IN,USA,156225
,Elkhart County,IN,USA,205560
,Adams County,IN,USA,35636
,Noble County,IN,USA,47532
,Madison County,IN,USA,129641
,St. Joseph County,IN,USA,270771
,Jackson County,IN,USA,44111
,Vanderburgh County,IN,USA,180974
,Grant County,IN,USA,65936
,Porter County,IN,USA,169594
,Marion County,IN,USA,954670
,Hamilton County,IN,USA,330086
,Lake County,IN,USA,484411
,Morgan County,IN,USA,70116
,Hendricks County,IN,USA,167009
,LaPorte County,IN,USA,110007
,Floyd County,IN,USA,77781
,Shelby County,IN,USA,44593
,Allen County,IN,USA,375351
,Tipton County,IN,USA,15128
,Rush County,IN,USA,16663
,Orange County,IN,USA,19489
,Crawford County,IN,USA,10558
,Owen County,IN,USA,20845
,Fountain County,IN,USA,16351
,Decatur County,IN,USA,26794
,Fulton County,IN,USA,20092
,LaGrange County,IN,USA,39330
,Knox County,IN,USA,36895
,Monroe County,IN,USA,146917
,Cass County,IN,USA,37955
,Randolph County,IN,USA,24851
,Martin County,IN,USA,10217
,Washington County,IN,USA,27943
,Parke County,IN,USA,16927
,Kosciusko County,IN,USA,79344
,Wayne County,IN,USA,65936
,Montgomery County,IN,USA,38346
,Hancock County,IN,USA,76351
,Vigo County,IN,USA,107386
,Jefferson County,IN,USA,32208
,Huntington County,IN,USA,36240
,Harrison County,IN,USA,40350
,Wabash County,IN,USA,31280
,Delaware County,IN,USA,114772
,Posey County,IN,USA,25540
,Spencer County,IN,USA,20327
,Ohio County,IN,USA,5844
,Carroll County,IN,USA,20127
,Warren County,IN,USA,8263
,Franklin County,IN,USA,22736
,Pulaski County,IN,USA,12469
,Jay County,IN,USA,20764
,Wells County,IN,USA,28206
,Marshall County,IN,USA,46248
,Sullivan County,IN,USA,20690
,Brown County,IN,USA,15234
,Ripley County,IN,USA,28523
,Henry County,IN,USA,48271
,Howard County,IN,USA,82366
,Whitley County,IN,USA,34074
,Dearborn County,IN,USA,49568
,Blackford County,IN,USA,11930
,Scott County,IN,USA,23878
,Bartholomew County,IN,USA,82753
,Jasper County,IN,USA,33370
,Union County,IN,USA,7037
,Vermillion County,IN,USA,15479
,Benton County,IN,USA,8653
,Clay County,IN,USA,26170
,Lawrence County,IN,USA,45668
,Clark County,IN,USA,117360
,Miami County,IN,USA,35567
,Fayette County,IN,USA,23047
,Newton County,IN,USA,14011
,Perry County,IN,USA,19102
,Putnam County,IN,USA,37779
,Starke County,IN,USA,22935
,Greene County,IN,USA,32006
,Pike County,IN,USA,12410
,Warrick County,IN,USA,62567
,Daviess County,IN,USA,33147
,Dubois County,IN,USA,42565
,Clinton County,IN,USA,32250
,White County,IN,USA,24133
,Switzerland County,IN,USA,10717
,Steuben County,IN,USA,34586
,Gibson County,IN,USA,33452
,Jennings County,IN,USA,27611
,,IN,USA,6732219
,Butler County,KS,USA,66765
,Lyon County,KS,USA,33406
,Cherokee County,KS,USA,20015
,Mitchell County,KS,USA,6150
,Douglas County,KS,USA,121436
,Morris County,KS,USA,5521
,Jackson County,KS,USA,13280
,Reno County,KS,USA,62342
,Johnson County,KS,USA,597555
,Sedgwick County,KS,USA,513607
,Leavenworth County,KS,USA,81352
,Wyandotte County,KS,USA,165324
,Allen County,KS,USA,12444
,Anderson County,KS,USA,7878
,Atchison County,KS,USA,16193
,Barber County,KS,USA,4472
,Barton County,KS,USA,26111
,Bourbon County,KS,USA,14653
,Brown County,KS,USA,9598
,Chase County,KS,USA,2629
,Chautauqua County,KS,USA,3309
,Cheyenne County,KS,USA,2660
,Clark County,KS,USA,2005
,Clay County,KS,USA,7997
,Cloud County,KS,USA,8729
,Coffey County,KS,USA,8233
,Comanche County,KS,USA,1748
,Cowley County,KS,USA,35218
,Crawford County,KS,USA,39019
,Decatur County,KS,USA,2871
,Dickinson County,KS,USA,18717
,Doniphan County,KS,USA,7682
,Edwards County,KS,USA,2849
,Elk County,KS,USA,2508
,Ellis County,KS,USA,28710
,Ellsworth County,KS,USA,6196
,Finney County,KS,USA,36611
,Ford County,KS,USA,33888
,Franklin County,KS,USA,25631
,Geary County,KS,USA,32594
,Gove County,KS,USA,2612
,Graham County,KS,USA,2492
,Grant County,KS,USA,7336
,Gray County,KS,USA,6033
,Greeley County,KS,USA,1227
,Greenwood County,KS,USA,6055
,Hamilton County,KS,USA,2607
,Harper County,KS,USA,5506
,Harvey County,KS,USA,34210
,Haskell County,KS,USA,3997
,Hodgeman County,KS,USA,1818
,Jefferson County,KS,USA,18975
,Jewell County,KS,USA,2841
,Kearny County,KS,USA,3943
,Kingman County,KS,USA,7310
,Kiowa County,KS,USA,2516
,Labette County,KS,USA,19964
,Lane County,KS,USA,1560
,Lincoln County,KS,USA,3023
,Linn County,KS,USA,9750
,Logan County,KS,USA,2844
,Marion County,KS,USA,11950
,Marshall County,KS,USA,9722
,McPherson County,KS,USA,28537
,Meade County,KS,USA,4146
,Miami County,KS,USA,33680
,Montgomery County,KS,USA,32120
,Morton County,KS,USA,2667
,Nemaha County,KS,USA,10155
,Neosho County,KS,USA,15951
,Ness County,KS,USA,2840
,Norton County,KS,USA,5430
,Osage County,KS,USA,15941
,Osborne County,KS,USA,3475
,Ottawa County,KS,USA,5802
,Pawnee County,KS,USA,6562
,Phillips County,KS,USA,5317
,Pottawatomie County,KS,USA,24277
,Pratt County,KS,USA,9378
,Rawlins County,KS,USA,2508
,Republic County,KS,USA,4664
,Rice County,KS,USA,9531
,Riley County,KS,USA,73703
,Rooks County,KS,USA,5013
,Rush County,KS,USA,3093
,Russell County,KS,USA,6907
,Saline County,KS,USA,54401
,Scott County,KS,USA,4897
,Seward County,KS,USA,21780
,Shawnee County,KS,USA,177499
,Sheridan County,KS,USA,2533
,Sherman County,KS,USA,5899
,Smith County,KS,USA,3603
,Stafford County,KS,USA,4178
,Stanton County,KS,USA,1987
,Stevens County,KS,USA,5559
,Sumner County,KS,USA,22996
,Thomas County,KS,USA,7711
,Trego County,KS,USA,2793
,Wabaunsee County,KS,USA,6899
,Wallace County,KS,USA,1503
,Washington County,KS,USA,5420
,Wichita County,KS,USA,2105
,Wilson County,KS,USA,8665
,Woodson County,KS,USA,3183
,Adair County,KY,USA,19215
,Allen County,KY,USA,21122
,Anderson County,KY,USA,22663
,Ballard County,KY,USA,7979
,Barren County,KY,USA,44176
,Bath County,KY,USA,12383
,Bell County,KY,USA,26569
,Boone County,KY,USA,131533
,Bourbon County,KY,USA,20184
,Boyd County,KY,USA,47240
,Boyle County,KY,USA,30100
,Bracken County,KY,USA,8239
,Breathitt County,KY,USA,12726
,Breckinridge County,KY,USA,20388
,Bullitt County,KY,USA,81069
,Butler County,KY,USA,12772
,Caldwell County,KY,USA,12715
,Calloway County,KY,USA,39135
,Campbell County,KY,USA,93152
,Carlisle County,KY,USA,4771
,Carroll County,KY,USA,10737
,Carter County,KY,USA,27004
,Casey County,KY,USA,15888
,Christian County,KY,USA,71671
,Clark County,KY,USA,36249
,Clay County,KY,USA,20105
,Clinton County,KY,USA,10206
,Crittenden County,KY,USA,8915
,Cumberland County,KY,USA,6659
,Daviess County,KY,USA,101104
,Edmonson County,KY,USA,12274
,Elliott County,KY,USA,7508
,Estill County,KY,USA,14198
,Fayette County,KY,USA,323780
,Fleming County,KY,USA,14432
,Floyd County,KY,USA,35845
,Franklin County,KY,USA,50815
,Fulton County,KY,USA,6120
,Gallatin County,KY,USA,8832
,Garrard County,KY,USA,17560
,Grant County,KY,USA,25121
,Graves County,KY,USA,37317
,Grayson County,KY,USA,26321
,Green County,KY,USA,11049
,Greenup County,KY,USA,35268
,Hancock County,KY,USA,8758
,Hardin County,KY,USA,110356
,Harlan County,KY,USA,26409
,Harrison County,KY,USA,18778
,Hart County,KY,USA,18906
,Henderson County,KY,USA,45591
,Henry County,KY,USA,16106
,Hickman County,KY,USA,4421
,Hopkins County,KY,USA,45068
,Jackson County,KY,USA,13442
,Jefferson County,KY,USA,770517
,Jessamine County,KY,USA,53920
,Johnson County,KY,USA,22386
,Kenton County,KY,USA,166051
,Knott County,KY,USA,15126
,Knox County,KY,USA,31304
,Larue County,KY,USA,14307
,Laurel County,KY,USA,60669
,Lawrence County,KY,USA,15571
,Lee County,KY,USA,7033
,Leslie County,KY,USA,10143
,Letcher County,KY,USA,21899
,Lewis County,KY,USA,13257
,Lincoln County,KY,USA,24644
,Livingston County,KY,USA,9242
,Logan County,KY,USA,26989
,Lyon County,KY,USA,8009
,Madison County,KY,USA,92368
,Magoffin County,KY,USA,12362
,Marion County,KY,USA,19404
,Marshall County,KY,USA,31191
,Martin County,KY,USA,11323
,Mason County,KY,USA,17150
,McCracken County,KY,USA,65346
,McCreary County,KY,USA,17408
,McLean County,KY,USA,9252
,Meade County,KY,USA,28715
,Menifee County,KY,USA,6451
,Mercer County,KY,USA,21774
,Metcalfe County,KY,USA,10030
,Monroe County,KY,USA,10718
,Montgomery County,KY,USA,28203
,Morgan County,KY,USA,13345
,Muhlenberg County,KY,USA,30774
,Nelson County,KY,USA,45851
,Nicholas County,KY,USA,7166
,Ohio County,KY,USA,24087
,Oldham County,KY,USA,66470
,Owen County,KY,USA,10880
,Owsley County,KY,USA,4472
,Pendleton County,KY,USA,14529
,Perry County,KY,USA,26092
,Pike County,KY,USA,58402
,Powell County,KY,USA,12442
,Pulaski County,KY,USA,64623
,Robertson County,KY,USA,2135
,Rockcastle County,KY,USA,16750
,Rowan County,KY,USA,24583
,Russell County,KY,USA,17821
,Scott County,KY,USA,56031
,Shelby County,KY,USA,48518
,Simpson County,KY,USA,18529
,Spencer County,KY,USA,18794
,Taylor County,KY,USA,25549
,Todd County,KY,USA,12311
,Trigg County,KY,USA,14643
,Trimble County,KY,USA,8515
,Union County,KY,USA,14505
,Warren County,KY,USA,131264
,Washington County,KY,USA,12084
,Wayne County,KY,USA,20468
,Webster County,KY,USA,13111
,Whitley County,KY,USA,36242
,Wolfe County,KY,USA,7177
,Woodford County,KY,USA,26533
,,KY,USA,4467673
,Orleans Parish,LA,USA,391006
,Jefferson Parish,LA,USA,434051
,East Baton Rouge Parish,LA,USA,440956
,Ascension Parish,LA,USA,124672
,Ouachita Parish,LA,USA,154475
,Rapides Parish,LA,USA,130562
,St. James Parish,LA,USA,21037
,West Baton Rouge Parish,LA,USA,26427
,Webster Parish,LA,USA,38798
,Washington Parish,LA,USA,46582
,Catahoula Parish,LA,USA,9608
,St. Tammany Parish,LA,USA,258111
,Caddo Parish,LA,USA,242922
,St. John the Baptist Parish,LA,USA,43184
,Lafourche Parish,LA,USA,98115
,St. Bernard Parish,LA,USA,46721
,St. Charles Parish,LA,USA,52879
,Terrebonne Parish,LA,USA,111021
,Bossier Parish,LA,USA,127185
,Iberville Parish,LA,USA,32721
,Lafayette Parish,LA,USA,242782
,Plaquemines Parish,LA,USA,23410
,De Soto Parish,LA,USA,27436
,Livingston Parish,LA,USA,139567
,Calcasieu Parish,LA,USA,203112
,Iberia Parish,LA,USA,70941
,St. Landry Parish,LA,USA,82764
,Tangipahoa Parish,LA,USA,133777
,Allen Parish,LA,USA,25605
,Claiborne Parish,LA,USA,15944
,Evangeline Parish,LA,USA,33443
,Lincoln Parish,LA,USA,47196
,Natchitoches Parish,LA,USA,38659
,Richland Parish,LA,USA,20192
,Acadia Parish,LA,USA,62190
,Assumption Parish,LA,USA,22300
,Avoyelles Parish,LA,USA,40462
,Beauregard Parish,LA,USA,37253
,Bienville Parish,LA,USA,13308
,Grant Parish,LA,USA,22482
,St. Mary Parish,LA,USA,49774
,Caldwell Parish,LA,USA,9960
,Cameron Parish,LA,USA,6968
,Concordia Parish,LA,USA,19572
,East Carroll Parish,LA,USA,7037
,East Feliciana Parish,LA,USA,19305
,Franklin Parish,LA,USA,20156
,Jackson Parish,LA,USA,15902
,Jefferson Davis Parish,LA,USA,31582
,LaSalle Parish,LA,USA,14917
,Madison Parish,LA,USA,11161
,Morehouse Parish,LA,USA,25398
,Pointe Coupee Parish,LA,USA,21940
,Red River Parish,LA,USA,8477
,Sabine Parish,LA,USA,24032
,St. Helena Parish,LA,USA,10262
,St. Martin Parish,LA,USA,53621
,Tensas Parish,LA,USA,4462
,Union Parish,LA,USA,22330
,Vermilion Parish,LA,USA,59830
,Vernon Parish,LA,USA,48860
,West Carroll Parish,LA,USA,10982
,West Feliciana Parish,LA,USA,15460
,Winn Parish,LA,USA,14134
,(unassigned),LA,USA,
,Barnstable County,MA,USA,213413
,Berkshire County,MA,USA,126348
,Bristol County,MA,USA,564022
,Dukes and Nantucket County,MA,USA,
,Essex County,MA,USA,790638
,Franklin County,MA,USA,70963
,Hampden County,MA,USA,470406
,Hampshire County,MA,USA,161355
,Middlesex County,MA,USA,1614714
,Norfolk County,MA,USA,705388
,Plymouth County,MA,USA,518132
,Suffolk County,MA,USA,807252
,Worcester County,MA,USA,830839
,Dukes County,MA,USA,17352
,Nantucket County,MA,USA,11327
,Allegany County,MD,USA,70975
,Anne Arundel County,MD,USA,576031
,Baltimore County,MD,USA,828431
,Baltimore City,MD,USA,
,Calvert County,MD,USA,92003
,Caroline County,MD,USA,33304
,Carroll County,MD,USA,168429
,Cecil County,MD,USA,102826
,Charles County,MD,USA,161503
,Dorchester County,MD,USA,31998
,Frederick County,MD,USA,255648
,Garrett County,MD,USA,29163
,Harford County,MD,USA,253956
,Howard County,MD,USA,323196
,Kent County,MD,USA,19383
,Montgomery County,MD,USA,1052567
,Prince George's County,MD,USA,909308
,Queen Anne's County,MD,USA,50251
,Somerset County,MD,USA,25675
,St. Mary's County,MD,USA,112664
,Talbot County,MD,USA,36968
,Washington County,MD,USA,150926
,Wicomico County,MD,USA,103195
,Worcester County,MD,USA,51823
,Androscoggin County,ME,USA,107679
,Aroostook County,ME,USA,67111
,Cumberland County,ME,USA,293557
,Franklin County,ME,USA,29897
,Hancock County,ME,USA,54811
,Kennebec County,ME,USA,122083
,Knox County,ME,USA,39771
,Lincoln County,ME,USA,34342
,Oxford County,ME,USA,57618
,Penobscot County,ME,USA,151096
,Piscataquis County,ME,USA,16800
,Sagadahoc County,ME,USA,35634
,Somerset County,ME,USA,50592
,Waldo County,ME,USA,39694
,Washington County,ME,USA,31490
,York County,ME,USA,206229
,(unassigned),ME,USA,
,Allegan County,MI,USA,117327
,Barry County,MI,USA,61157
,Bay County,MI,USA,103923
,Berrien County,MI,USA,154141
,Calhoun County,MI,USA,134487
,Charlevoix County,MI,USA,26244
,Chippewa County,MI,USA,37517
,Clare County,MI,USA,30757
,Clinton County,MI,USA,79332
,Eaton County,MI,USA,109826
,Emmet County,MI,USA,33308
,Genesee County,MI,USA,406892
,Gladwin County,MI,USA,25337
,Grand Traverse County,MI,USA,92573
,Ingham County,MI,USA,292735
,Jackson County,MI,USA,158823
,Kalamazoo County,MI,USA,264870
,Kent County,MI,USA,653786
,Leelanau County,MI,USA,21764
,Livingston County,MI,USA,191224
,Macomb County,MI,USA,874759
,Midland County,MI,USA,83209
,Monroe County,MI,USA,150439
,Montcalm County,MI,USA,63968
,Muskegon County,MI,USA,173588
,Newaygo County,MI,USA,48892
,Oakland County,MI,USA,1259201
,Otsego County,MI,USA,24665
,Ottawa County,MI,USA,290494
